commit	rmse	r2	status	description
0fa7f4a	0.828337	0.135211	discard	batch3 tw 067 leaf 18 mf 075 depth 11 n 500 alpha 0.1 seed 42
0fa7f4a	0.824667	0.142857	discard	batch3 tw 067 leaf 18 mf 075 depth 13 n 500 alpha 0.1 seed 42
0fa7f4a	0.825285	0.141571	discard	batch3 tw 067 leaf 18 mf 077 depth 12 n 500 alpha 0.1 seed 42
0fa7f4a	0.826242	0.139579	discard	batch3 tw 067 leaf 18 mf 073 depth 12 n 500 alpha 0.1 seed 42
0fa7f4a	0.826993	0.138014	discard	batch3 tw 068 leaf 19 mf 076 depth 12 n 500 alpha 0.1 seed 42
0fa7f4a	0.824645	0.142903	discard	batch3 tw 068 leaf 18 mf 076 depth 13 n 500 alpha 0.1 seed 42
0fa7f4a	0.824515	0.143172	discard	batch3 tw 067 leaf 18 mf 076 depth 13 n 600 alpha 0.05 seed 42
0fa7f4a	0.825282	0.141577	discard	batch3 tw 068 leaf 18 mf 074 depth 12 n 600 alpha 0.05 seed 42
0fa7f4a	0.826084	0.139909	discard	batch3 tw 067 leaf 19 mf 074 depth 13 n 600 alpha 0.05 seed 42
ce4f0f8	0.825450	0.141229	discard	batch4 tw 62 leaf 16 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.823643	0.144985	discard	batch4 tw 62 leaf 18 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.824996	0.142172	discard	batch4 tw 62 leaf 20 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.825341	0.141454	discard	batch4 tw 64 leaf 16 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.823500	0.145281	discard	batch4 tw 64 leaf 18 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.824896	0.142381	discard	batch4 tw 64 leaf 20 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.825254	0.141636	discard	batch4 tw 66 leaf 16 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.823380	0.145531	discard	batch4 tw 66 leaf 18 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.824817	0.142545	discard	batch4 tw 66 leaf 20 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.825186	0.141777	discard	batch4 tw 68 leaf 16 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.823281	0.145735	discard	batch4 tw 68 leaf 18 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.824760	0.142663	discard	batch4 tw 68 leaf 20 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.825139	0.141874	discard	batch4 tw 70 leaf 16 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.823204	0.145894	discard	batch4 tw 70 leaf 18 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.824725	0.142736	discard	batch4 tw 70 leaf 20 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.826148	0.139776	discard	batch4 tw 62 leaf 16 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.823402	0.145484	discard	batch4 tw 62 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.824715	0.142756	discard	batch4 tw 62 leaf 20 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.826056	0.139966	discard	batch4 tw 64 leaf 16 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.823247	0.145807	discard	batch4 tw 64 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.824595	0.143006	discard	batch4 tw 64 leaf 20 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.825985	0.140115	discard	batch4 tw 66 leaf 16 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.823113	0.146084	keep	batch4 tw 66 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.824496	0.143212	discard	batch4 tw 66 leaf 20 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.825934	0.140222	discard	batch4 tw 68 leaf 16 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.823001	0.146317	keep	batch4 tw 68 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.824418	0.143374	discard	batch4 tw 68 leaf 20 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.825902	0.140287	discard	batch4 tw 70 leaf 16 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.822910	0.146505	keep	batch4 tw 70 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.824362	0.143491	discard	batch4 tw 70 leaf 20 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.826777	0.138465	discard	batch4 tw 62 leaf 16 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.823652	0.144965	discard	batch4 tw 62 leaf 18 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.825244	0.141657	discard	batch4 tw 62 leaf 20 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.826698	0.138629	discard	batch4 tw 64 leaf 16 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.823498	0.145286	discard	batch4 tw 64 leaf 18 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.825137	0.141879	discard	batch4 tw 64 leaf 20 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.826639	0.138752	discard	batch4 tw 66 leaf 16 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.823365	0.145561	discard	batch4 tw 66 leaf 18 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.825051	0.142058	discard	batch4 tw 66 leaf 20 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.826599	0.138835	discard	batch4 tw 68 leaf 16 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.823253	0.145793	discard	batch4 tw 68 leaf 18 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.824986	0.142193	discard	batch4 tw 68 leaf 20 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.826579	0.138877	discard	batch4 tw 70 leaf 16 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.823163	0.145981	discard	batch4 tw 70 leaf 18 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.824942	0.142284	discard	batch4 tw 70 leaf 20 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.826713	0.138598	discard	batch4 tw 62 leaf 16 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.824397	0.143419	discard	batch4 tw 62 leaf 18 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.825983	0.140119	discard	batch4 tw 62 leaf 20 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.826629	0.138774	discard	batch4 tw 64 leaf 16 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.824264	0.143694	discard	batch4 tw 64 leaf 18 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.825895	0.140302	discard	batch4 tw 64 leaf 20 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.826563	0.138910	discard	batch4 tw 66 leaf 16 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.824153	0.143925	discard	batch4 tw 66 leaf 18 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.825828	0.140442	discard	batch4 tw 66 leaf 20 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.826517	0.139006	discard	batch4 tw 68 leaf 16 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.824062	0.144113	discard	batch4 tw 68 leaf 18 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.825781	0.140540	discard	batch4 tw 68 leaf 20 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.826490	0.139062	discard	batch4 tw 70 leaf 16 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.823993	0.144257	discard	batch4 tw 70 leaf 18 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.825755	0.140594	discard	batch4 tw 70 leaf 20 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.827523	0.136909	discard	batch4 tw 62 leaf 16 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.824637	0.142920	discard	batch4 tw 62 leaf 18 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.826039	0.140002	discard	batch4 tw 62 leaf 20 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.827456	0.137049	discard	batch4 tw 64 leaf 16 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.824505	0.143193	discard	batch4 tw 64 leaf 18 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.825949	0.140190	discard	batch4 tw 64 leaf 20 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.827408	0.137150	discard	batch4 tw 66 leaf 16 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.824394	0.143424	discard	batch4 tw 66 leaf 18 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.825879	0.140335	discard	batch4 tw 66 leaf 20 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.827378	0.137212	discard	batch4 tw 68 leaf 16 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.824303	0.143613	discard	batch4 tw 68 leaf 18 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.825829	0.140439	discard	batch4 tw 68 leaf 20 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.827367	0.137234	discard	batch4 tw 70 leaf 16 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.824233	0.143758	discard	batch4 tw 70 leaf 18 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.825800	0.140500	discard	batch4 tw 70 leaf 20 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.827460	0.137041	discard	batch4 tw 62 leaf 16 mf 075 depth 19 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.824585	0.143027	discard	batch4 tw 62 leaf 18 mf 075 depth 19 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.825179	0.141793	discard	batch4 tw 62 leaf 20 mf 075 depth 19 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.827394	0.137179	discard	batch4 tw 64 leaf 16 mf 075 depth 19 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.824446	0.143316	discard	batch4 tw 64 leaf 18 mf 075 depth 19 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.825053	0.142053	discard	batch4 tw 64 leaf 20 mf 075 depth 19 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.827347	0.137277	discard	batch4 tw 66 leaf 16 mf 075 depth 19 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.824327	0.143564	discard	batch4 tw 66 leaf 18 mf 075 depth 19 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.824948	0.142272	discard	batch4 tw 66 leaf 20 mf 075 depth 19 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.827319	0.137336	discard	batch4 tw 68 leaf 16 mf 075 depth 19 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.824228	0.143769	discard	batch4 tw 68 leaf 18 mf 075 depth 19 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.824863	0.142450	discard	batch4 tw 68 leaf 20 mf 075 depth 19 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.827309	0.137355	discard	batch4 tw 70 leaf 16 mf 075 depth 19 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.824149	0.143933	discard	batch4 tw 70 leaf 18 mf 075 depth 19 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.824797	0.142586	discard	batch4 tw 70 leaf 20 mf 075 depth 19 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.827029	0.137940	discard	batch4 tw 62 leaf 16 mf 075 depth 20 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.824163	0.143904	discard	batch4 tw 62 leaf 18 mf 075 depth 20 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.825107	0.141942	discard	batch4 tw 62 leaf 20 mf 075 depth 20 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.826945	0.138114	discard	batch4 tw 64 leaf 16 mf 075 depth 20 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.824005	0.144232	discard	batch4 tw 64 leaf 18 mf 075 depth 20 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.824976	0.142215	discard	batch4 tw 64 leaf 20 mf 075 depth 20 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.826881	0.138248	discard	batch4 tw 66 leaf 16 mf 075 depth 20 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.823867	0.144518	discard	batch4 tw 66 leaf 18 mf 075 depth 20 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.824865	0.142446	discard	batch4 tw 66 leaf 20 mf 075 depth 20 n 400 alpha 0.1 seed 42 inter none
ce4f0f8	0.826835	0.138343	discard	batch4 tw 68 leaf 16 mf 075 depth 20 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823094	0.146124	discard	batch5 tw 68 leaf 17 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823281	0.145735	discard	batch5 tw 68 leaf 18 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825091	0.141974	discard	batch5 tw 68 leaf 19 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824760	0.142663	discard	batch5 tw 68 leaf 20 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823001	0.146316	discard	batch5 tw 70 leaf 17 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823204	0.145894	discard	batch5 tw 70 leaf 18 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
